location,year,age,gender,value
High-middle SDI,1992,70+,female,4464.12850849439
High-middle SDI,1993,70+,female,4625.716875671994
High-middle SDI,1994,70+,female,4653.619384955214
High-middle SDI,1995,70+,female,4543.718980359921
High-middle SDI,1996,70+,female,4401.140958240108
High-middle SDI,1997,70+,female,4289.423528203269
High-middle SDI,1998,70+,female,4207.956560429723
High-middle SDI,1999,70+,female,4243.965027236055
High-middle SDI,2000,70+,female,4215.294804306612
High-middle SDI,2001,70+,female,4174.451169089178
High-middle SDI,2002,70+,female,4187.688811185215
High-middle SDI,2003,70+,female,4207.114167690051
High-middle SDI,2004,70+,female,4105.140208945128
High-middle SDI,2005,70+,female,4095.726927084535
High-middle SDI,2006,70+,female,3902.206075670691
High-middle SDI,2007,70+,female,3809.893551136436
High-middle SDI,2008,70+,female,3784.216380585252
High-middle SDI,2009,70+,female,3720.869116452016
High-middle SDI,2010,70+,female,3709.056691648412
High-middle SDI,2011,70+,female,3617.0794363753857
High-middle SDI,2012,70+,female,3538.325352773734
High-middle SDI,2013,70+,female,3497.288458538583
High-middle SDI,2014,70+,female,3485.858388769059
High-middle SDI,2015,70+,female,3455.359732507516
High-middle SDI,2016,70+,female,3407.4282753990306
High-middle SDI,2017,70+,female,3335.3690689849177
High-middle SDI,2018,70+,female,3282.78774293015
High-middle SDI,2019,70+,female,3202.362740751647
High-middle SDI,2020,70+,female,3142.242754904654
High-middle SDI,2021,70+,female,3087.825988532653
High SDI,1990,70+,female,3106.120648451952
High SDI,1991,70+,female,3039.047547990139
High SDI,1992,70+,female,2965.161683927422
High SDI,1993,70+,female,2935.565728797701
High SDI,1994,70+,female,2869.0599080775773
High SDI,1995,70+,female,2822.7043096555976
High SDI,1996,70+,female,2757.211179298984
High SDI,1997,70+,female,2690.655278226057
High SDI,1998,70+,female,2644.045694094527
High SDI,1999,70+,female,2616.241613597247
High SDI,2000,70+,female,2537.478043592944
High SDI,2001,70+,female,2485.7553409995226
High SDI,2002,70+,female,2444.309181062886
High SDI,2003,70+,female,2388.359470126733
High SDI,2004,70+,female,2287.3942476776583
High SDI,2005,70+,female,2221.948916601428
High SDI,2006,70+,female,2148.3446349158926
High SDI,2007,70+,female,2094.3834895534183
High SDI,2008,70+,female,2053.703032539704
High SDI,2009,70+,female,2000.407084523844
High SDI,2010,70+,female,1948.023033323364
High SDI,2011,70+,female,1913.7836792281732
High SDI,2012,70+,female,1885.3067461059584
High SDI,2013,70+,female,1857.0892194347643
High SDI,2014,70+,female,1821.770133735544
High SDI,2015,70+,female,1809.2264632426172
High SDI,2016,70+,female,1794.2397773214852
High SDI,2017,70+,female,1750.7319211462143
High SDI,2018,70+,female,1706.0186309021233
High SDI,2019,70+,female,1650.4019129264968
High SDI,2020,70+,female,1611.4023008854178
High SDI,2021,70+,female,1593.5221838323466
Low SDI,1990,15-49,male,42.74342230817624
Low SDI,1991,15-49,male,42.65030626846169
Low SDI,1992,15-49,male,42.50379694304257
Low SDI,1993,15-49,male,42.625983916392194
Low SDI,1994,15-49,male,42.55976834610218
Low SDI,1995,15-49,male,42.59602179143229
Low SDI,1996,15-49,male,42.78748905035917
Low SDI,1997,15-49,male,42.53107302800924
Low SDI,1998,15-49,male,42.112919546833645
Low SDI,1999,15-49,male,42.1905569340765
Low SDI,2000,15-49,male,41.78216675685542
Low SDI,2001,15-49,male,40.19568206222085
Low SDI,2002,15-49,male,39.04844711531464
Low SDI,2003,15-49,male,38.59383218640281
Low SDI,2004,15-49,male,38.55467018186432
Low SDI,2005,15-49,male,38.03723930914784
Low SDI,2006,15-49,male,37.89033747525946
Low SDI,2007,15-49,male,38.30077728404797
Low SDI,2008,15-49,male,37.77259307711981
Low SDI,2009,15-49,male,37.27192116883659
Low SDI,2010,15-49,male,36.970209045745925
Low SDI,2011,15-49,male,36.94219472799672
Low SDI,2012,15-49,male,37.12379610328856
Low SDI,2013,15-49,male,36.95881678128895
Low SDI,2014,15-49,male,36.20612896043727
Low SDI,2015,15-49,male,35.87092435339801
Low SDI,2016,15-49,male,35.842613091243024
Low SDI,2017,15-49,male,35.63522390171434
Low SDI,2018,15-49,male,35.14790048270161
Low SDI,2019,15-49,male,34.937124811921336
Low SDI,2020,15-49,male,34.78862615243465
Low SDI,2021,15-49,male,34.75623221105633
Low-middle SDI,1990,15-49,male,53.573049420686615
Low-middle SDI,1991,15-49,male,53.24273921065704
Low-middle SDI,1992,15-49,male,52.8220201268784
Low-middle SDI,1993,15-49,male,52.927916259936175
Low-middle SDI,1994,15-49,male,53.05834375227934
Low-middle SDI,1995,15-49,male,53.01309427817796
Low-middle SDI,1996,15-49,male,53.13951355859737
Low-middle SDI,1997,15-49,male,53.684218176726674
Low-middle SDI,1998,15-49,male,54.04816554213855
Low-middle SDI,1999,15-49,male,54.72403565299222
Low-middle SDI,2000,15-49,male,54.64932478022115
Low-middle SDI,2001,15-49,male,54.28345049832228
Low-middle SDI,2002,15-49,male,53.81303795681549
Low-middle SDI,2003,15-49,male,53.164901708898725
Low-middle SDI,2004,15-49,male,53.08416025501485
Low-middle SDI,2005,15-49,male,53.108792656949696
Low-middle SDI,2006,15-49,male,53.86483094794718
Low-middle SDI,2007,15-49,male,54.2106838299159
Low-middle SDI,2008,15-49,male,54.34313227711363
Low-middle SDI,2009,15-49,male,54.151872300945726
Low-middle SDI,2010,15-49,male,54.07852471486785
Low-middle SDI,2011,15-49,male,54.134122752761975
Low-middle SDI,2012,15-49,male,54.11514919079011
Low-middle SDI,2013,15-49,male,53.31288442886702
Low-middle SDI,2014,15-49,male,51.79747949719618
Low-middle SDI,2015,15-49,male,50.65432110123176
Low-middle SDI,2016,15-49,male,50.735551907202776
Low-middle SDI,2017,15-49,male,50.60377607473991
Low-middle SDI,2018,15-49,male,50.05662317491898
Low-middle SDI,2019,15-49,male,49.47441955886049
Low-middle SDI,2020,15-49,male,49.20299556134374
Low-middle SDI,2021,15-49,male,49.141239743718245
Middle SDI,1990,15-49,male,43.36517677828216
Middle SDI,1991,15-49,male,43.38674122016619
Middle SDI,1992,15-49,male,43.67528140075048
Middle SDI,1993,15-49,male,43.812760619333176
Middle SDI,1994,15-49,male,44.02596597904449
Middle SDI,1995,15-49,male,44.42448143249772
Middle SDI,1996,15-49,male,44.75531290951037
Middle SDI,1997,15-49,male,44.5472027561587
Middle SDI,1998,15-49,male,44.82915968890721
Middle SDI,1999,15-49,male,45.10964288148577
Middle SDI,2000,15-49,male,45.4434773399808
Middle SDI,2001,15-49,male,45.19800229535888
Middle SDI,2002,15-49,male,45.50535553109759
Middle SDI,2003,15-49,male,45.88440253649739
Middle SDI,2004,15-49,male,46.175427549493904
Middle SDI,2005,15-49,male,45.85810834555708
Middle SDI,2006,15-49,male,45.49767311640337
Middle SDI,2007,15-49,male,45.82333963917132
Middle SDI,2008,15-49,male,46.3782030497102
Middle SDI,2009,15-49,male,46.71910323373821
Middle SDI,2010,15-49,male,47.22105445256512
Middle SDI,2011,15-49,male,47.48755702433393
Middle SDI,2012,15-49,male,47.78009322592457
Middle SDI,2013,15-49,male,47.81799218202632
Middle SDI,2014,15-49,male,47.12105554321455
Middle SDI,2015,15-49,male,46.47827672577225
Middle SDI,2016,15-49,male,46.42951627301949
Middle SDI,2017,15-49,male,45.79314258115463
Middle SDI,2018,15-49,male,45.10985310319062
Middle SDI,2019,15-49,male,44.75932505303537
Middle SDI,2020,15-49,male,44.14227148830109
Middle SDI,2021,15-49,male,44.27777013238845
High-middle SDI,1990,15-49,male,50.80679683776803
High-middle SDI,1991,15-49,male,51.83548217666389
High-middle SDI,1992,15-49,male,55.07594315963878
High-middle SDI,1993,15-49,male,61.1692273440808
High-middle SDI,1994,15-49,male,66.37753569343717
High-middle SDI,1995,15-49,male,66.94036804393306
High-middle SDI,1996,15-49,male,64.614336342411
High-middle SDI,1997,15-49,male,61.43152728704007
High-middle SDI,1998,15-49,male,60.57831621217424
High-middle SDI,1999,15-49,male,62.8387491579554
High-middle SDI,2000,15-49,male,65.37752946750635
High-middle SDI,2001,15-49,male,65.34906739242038
High-middle SDI,2002,15-49,male,66.59397940856074
High-middle SDI,2003,15-49,male,68.1127046349657
High-middle SDI,2004,15-49,male,68.81175801825357
High-middle SDI,2005,15-49,male,71.689295201273
High-middle SDI,2006,15-49,male,67.21567345753644
High-middle SDI,2007,15-49,male,64.31834225339783
High-middle SDI,2008,15-49,male,63.49908638266053
High-middle SDI,2009,15-49,male,60.14777562853595
High-middle SDI,2010,15-49,male,58.95581603529833
High-middle SDI,2011,15-49,male,54.51480065173342
High-middle SDI,2012,15-49,male,52.10606467530658
High-middle SDI,2013,15-49,male,50.99429210623824
High-middle SDI,2014,15-49,male,50.71080978615442
High-middle SDI,2015,15-49,male,49.07700951229593
High-middle SDI,2016,15-49,male,48.21026580652867
High-middle SDI,2017,15-49,male,47.10710548138062
High-middle SDI,2018,15-49,male,46.92681956084061
High-middle SDI,2019,15-49,male,46.4829846188162
High-middle SDI,2020,15-49,male,45.26926247184748
High-middle SDI,2021,15-49,male,45.19123474728198
High SDI,1990,15-49,male,35.69348219656618
High SDI,1991,15-49,male,35.77759768442773
High SDI,1992,15-49,male,35.38310753919725
High SDI,1993,15-49,male,35.15219515570265
High SDI,1994,15-49,male,34.86321723387427
High SDI,1995,15-49,male,35.06080438361039
High SDI,1996,15-49,male,34.46381455650449
High SDI,1997,15-49,male,33.69819562175751
High SDI,1998,15-49,male,33.075463984090014
High SDI,1999,15-49,male,32.66864818902162
High SDI,2000,15-49,male,31.97376617807033
High SDI,2001,15-49,male,31.685505582215093
High SDI,2002,15-49,male,31.46340098077276
High SDI,2003,15-49,male,31.231209764703056
High SDI,2004,15-49,male,30.734004086465674
High SDI,2005,15-49,male,30.520630737437088
High SDI,2006,15-49,male,30.027862065019157
High SDI,2007,15-49,male,29.33871011286681
High SDI,2008,15-49,male,28.58424985783792
High SDI,2009,15-49,male,27.805999887232133
High SDI,2010,15-49,male,27.014228004641208
High SDI,2011,15-49,male,26.29749854376396
High SDI,2012,15-49,male,25.774289429184044
High SDI,2013,15-49,male,25.31225891993647
High SDI,2014,15-49,male,24.79432136487261
High SDI,2015,15-49,male,24.70690129275462
High SDI,2016,15-49,male,24.704329055911032
High SDI,2017,15-49,male,24.485697726471063
High SDI,2018,15-49,male,24.272403419853948
High SDI,2019,15-49,male,24.025160507809183
High SDI,2020,15-49,male,23.472355215868973
High SDI,2021,15-49,male,23.17707422063364
Low SDI,1990,5-14,male,3.436812442948523
Low SDI,1991,5-14,male,3.4376620881699878
Low SDI,1992,5-14,male,3.4417678757336745
Low SDI,1993,5-14,male,3.4200466396728326
Low SDI,1994,5-14,male,3.4305341100402864
Low SDI,1995,5-14,male,3.3792734836277525
Low SDI,1996,5-14,male,3.273295934930667
Low SDI,1997,5-14,male,3.182871110035635
Low SDI,1998,5-14,male,3.1582163413087425
Low SDI,1999,5-14,male,3.03972755730502
Low SDI,2000,5-14,male,3.100868821995684
Low SDI,2001,5-14,male,3.137183960896533
Low SDI,2002,5-14,male,2.930763357432699
Low SDI,2003,5-14,male,2.832033913352743
Low SDI,2004,5-14,male,2.854186371471915
Low SDI,2005,5-14,male,2.8404362798504645
Low SDI,2006,5-14,male,2.75868405904131
Low SDI,2007,5-14,male,2.670236893880195
Low SDI,2008,5-14,male,2.593956720987612
Low SDI,2009,5-14,male,2.5111422998366075
Low SDI,2010,5-14,male,2.4707747047013906
Low SDI,2011,5-14,male,2.4487998510268114
Low SDI,2012,5-14,male,2.436402198353458
Low SDI,2013,5-14,male,2.420726007444607
Low SDI,2014,5-14,male,2.4080456732845525
Low SDI,2015,5-14,male,2.374024648149451
Low SDI,2016,5-14,male,2.336008766217756
Low SDI,2017,5-14,male,2.279800989462373
Low SDI,2018,5-14,male,2.165246155279305
Low SDI,2019,5-14,male,2.1012266931336168
Low SDI,2020,5-14,male,2.033687205644716
Low SDI,2021,5-14,male,1.958522950126998
Low-middle SDI,1990,5-14,male,4.2357020388869735
Low-middle SDI,1991,5-14,male,4.021141041120395
Low-middle SDI,1992,5-14,male,3.9499236619200206
Low-middle SDI,1993,5-14,male,3.964215390391123
Low-middle SDI,1994,5-14,male,3.917994011822328
Low-middle SDI,1995,5-14,male,3.896961097391943
Low-middle SDI,1996,5-14,male,3.797348154782598
Low-middle SDI,1997,5-14,male,3.6756736119589606
Low-middle SDI,1998,5-14,male,3.601155649166966
Low-middle SDI,1999,5-14,male,3.50934143157576
Low-middle SDI,2000,5-14,male,3.51898769912622
Low-middle SDI,2001,5-14,male,3.5312419632991965
Low-middle SDI,2002,5-14,male,3.2354309169463376
Low-middle SDI,2003,5-14,male,3.0473441376830923
Low-middle SDI,2004,5-14,male,3.080695330407705
Low-middle SDI,2005,5-14,male,3.151477012432134
Low-middle SDI,2006,5-14,male,3.0558395281256345
Low-middle SDI,2007,5-14,male,2.984607858404217
Low-middle SDI,2008,5-14,male,2.916645126109422
Low-middle SDI,2009,5-14,male,2.871508588809602
Low-middle SDI,2010,5-14,male,2.857171314179336
Low-middle SDI,2011,5-14,male,2.8063167792920938
Low-middle SDI,2012,5-14,male,2.733050161597408
Low-middle SDI,2013,5-14,male,2.597713386110008
Low-middle SDI,2014,5-14,male,2.5357673930658806
Low-middle SDI,2015,5-14,male,2.5402795681622363
Low-middle SDI,2016,5-14,male,2.4118000760525864
Low-middle SDI,2017,5-14,male,2.3097281419679896
Low-middle SDI,2018,5-14,male,2.224939500078317
Low-middle SDI,2019,5-14,male,2.1532623952118386
Low-middle SDI,2020,5-14,male,2.0166637760606454
Low-middle SDI,2021,5-14,male,1.9457244088773864
Middle SDI,1990,5-14,male,2.865275178968403
Middle SDI,1991,5-14,male,2.8397388482272854
Middle SDI,1992,5-14,male,2.8143757691821767
Middle SDI,1993,5-14,male,2.736941446038349
Middle SDI,1994,5-14,male,2.672878694870687
Middle SDI,1995,5-14,male,2.6218523198306096
Middle SDI,1996,5-14,male,2.5595341326007097
Middle SDI,1997,5-14,male,2.4847070780134355
Middle SDI,1998,5-14,male,2.410285623921569
Middle SDI,1999,5-14,male,2.317884653263297
Middle SDI,2000,5-14,male,2.2476790979618526
Middle SDI,2001,5-14,male,2.209770634453614
Middle SDI,2002,5-14,male,2.130786929048827
Middle SDI,2003,5-14,male,2.049051624093422
Middle SDI,2004,5-14,male,2.0063527886010744
Middle SDI,2005,5-14,male,1.9954125429342056
Middle SDI,2006,5-14,male,1.9278308125905
Middle SDI,2007,5-14,male,1.888821869443533
Middle SDI,2008,5-14,male,1.9055379577352816
Middle SDI,2009,5-14,male,1.926639657927895
Middle SDI,2010,5-14,male,1.9043938392640665
Middle SDI,2011,5-14,male,1.8818450011832684
Middle SDI,2012,5-14,male,1.88468008357244
Middle SDI,2013,5-14,male,1.854447269886774
Middle SDI,2014,5-14,male,1.8051067586814944
Middle SDI,2015,5-14,male,1.724985959776463
Middle SDI,2016,5-14,male,1.5930552128657989
Middle SDI,2017,5-14,male,1.5117232078713778
Middle SDI,2018,5-14,male,1.4295166709353884
Middle SDI,2019,5-14,male,1.3761744890050964
Middle SDI,2020,5-14,male,1.265831661160988
Middle SDI,2021,5-14,male,1.2064731380227276
High-middle SDI,1990,5-14,male,1.957625428513264
High-middle SDI,1991,5-14,male,1.956847299738055
High-middle SDI,1992,5-14,male,1.940929958024824
High-middle SDI,1993,5-14,male,1.91275695866783
High-middle SDI,1994,5-14,male,1.8587588570207183
High-middle SDI,1995,5-14,male,1.822102741075963
High-middle SDI,1996,5-14,male,1.7706727167180818
High-middle SDI,1997,5-14,male,1.745605322818091
High-middle SDI,1998,5-14,male,1.6894576061338789
High-middle SDI,1999,5-14,male,1.665890030638947
High-middle SDI,2000,5-14,male,1.6156840786589317
High-middle SDI,2001,5-14,male,1.5485120379774382
High-middle SDI,2002,5-14,male,1.4548303828732996
High-middle SDI,2003,5-14,male,1.4075355981201996
High-middle SDI,2004,5-14,male,1.3670344276145177
High-middle SDI,2005,5-14,male,1.3244989153208306
High-middle SDI,2006,5-14,male,1.240304129391926
High-middle SDI,2007,5-14,male,1.1779218551437092
High-middle SDI,2008,5-14,male,1.214437968588076
High-middle SDI,2009,5-14,male,1.3136311212891638
High-middle SDI,2010,5-14,male,1.252109645032237
High-middle SDI,2011,5-14,male,1.14382588065139
High-middle SDI,2012,5-14,male,1.0982980666171491
High-middle SDI,2013,5-14,male,1.0559437927073676
High-middle SDI,2014,5-14,male,1.0246275863902914
High-middle SDI,2015,5-14,male,0.9581594182064171
High-middle SDI,2016,5-14,male,0.910402629998678
High-middle SDI,2017,5-14,male,0.8637853707465496
High-middle SDI,2018,5-14,male,0.7951159556013444
High-middle SDI,2019,5-14,male,0.7638586320899052
High-middle SDI,2020,5-14,male,0.6945589272141968
High-middle SDI,2021,5-14,male,0.6696986823449965
High SDI,1990,5-14,male,1.0530500087794534
High SDI,1991,5-14,male,1.0309597171626883
High SDI,1992,5-14,male,1.0086047899486754
High SDI,1993,5-14,male,1.0112893334869657
High SDI,1994,5-14,male,1.000153862632488
High SDI,1995,5-14,male,0.9736423871937038
High SDI,1996,5-14,male,0.928098374334316
High SDI,1997,5-14,male,0.8967149494189641
High SDI,1998,5-14,male,0.868027066054476
High SDI,1999,5-14,male,0.8179280048670603
High SDI,2000,5-14,male,0.7918786433848971
High SDI,2001,5-14,male,0.7572842594357901
High SDI,2002,5-14,male,0.7422777868595198
High SDI,2003,5-14,male,0.7524634077557222
High SDI,2004,5-14,male,0.7034615873269018
High SDI,2005,5-14,male,0.6975907515438675
High SDI,2006,5-14,male,0.6787588975105769
High SDI,2007,5-14,male,0.6489794476336507
High SDI,2008,5-14,male,0.631241254127779
High SDI,2009,5-14,male,0.5928023325605799
High SDI,2010,5-14,male,0.558280574157979
High SDI,2011,5-14,male,0.5431112230131367
High SDI,2012,5-14,male,0.5262721950825684
High SDI,2013,5-14,male,0.5178098785067609
High SDI,2014,5-14,male,0.503008472043002
High SDI,2015,5-14,male,0.4866678988055305
High SDI,2016,5-14,male,0.4709174003840902
High SDI,2017,5-14,male,0.4585450582920602
High SDI,2018,5-14,male,0.4385412524026143
High SDI,2019,5-14,male,0.423093454270554
High SDI,2020,5-14,male,0.3970918832689125
High SDI,2021,5-14,male,0.3906517502652587
Low SDI,1990,50-69,male,773.4889578028517
Low SDI,1991,50-69,male,772.72616252558
Low SDI,1992,50-69,male,769.0687154804328
Low SDI,1993,50-69,male,774.1113925587969
Low SDI,1994,50-69,male,782.9282391759108
Low SDI,1995,50-69,male,780.6634403768354
Low SDI,1996,50-69,male,777.0835317833732
Low SDI,1997,50-69,male,790.2610875985932
Low SDI,1998,50-69,male,792.9401562453015
Low SDI,1999,50-69,male,764.4050299456726
Low SDI,2000,50-69,male,748.4369454992441
Low SDI,2001,50-69,male,736.2505869537459
Low SDI,2002,50-69,male,716.4725327042522
Low SDI,2003,50-69,male,701.4998732010339
Low SDI,2004,50-69,male,682.22784311924
Low SDI,2005,50-69,male,662.5024030810359
Low SDI,2006,50-69,male,650.8895827676083
Low SDI,2007,50-69,male,644.9439497051549
Low SDI,2008,50-69,male,637.7719577705838
Low SDI,2009,50-69,male,638.5038063844767
Low SDI,2010,50-69,male,639.1820096761559
Low SDI,2011,50-69,male,633.2638849923377
Low SDI,2012,50-69,male,625.0545658958533
Low SDI,2013,50-69,male,615.2479801787138
Low SDI,2014,50-69,male,612.3945169242128
Low SDI,2015,50-69,male,616.1455666683381
Low SDI,2016,50-69,male,602.1429733133687
Low SDI,2017,50-69,male,591.2283108991195
Low SDI,2018,50-69,male,593.0809349014335
Low SDI,2019,50-69,male,592.7442471033645
Low SDI,2020,50-69,male,587.8286204908322
Low SDI,2021,50-69,male,578.1114049531137
Low-middle SDI,1990,50-69,male,754.5280264231994
Low-middle SDI,1991,50-69,male,749.9638567829946
Low-middle SDI,1992,50-69,male,751.0781998901512
Low-middle SDI,1993,50-69,male,753.5435389007073
Low-middle SDI,1994,50-69,male,757.3675699851805
Low-middle SDI,1995,50-69,male,758.698517424592
Low-middle SDI,1996,50-69,male,761.4766904513266
Low-middle SDI,1997,50-69,male,767.7276584257298
Low-middle SDI,1998,50-69,male,762.517758436648
Low-middle SDI,1999,50-69,male,741.7195755191474
Low-middle SDI,2000,50-69,male,738.529192618546
Low-middle SDI,2001,50-69,male,736.2333604550688
Low-middle SDI,2002,50-69,male,730.9068418926864
Low-middle SDI,2003,50-69,male,727.301098821759
Low-middle SDI,2004,50-69,male,710.1253497996552
Low-middle SDI,2005,50-69,male,702.8512180879435
Low-middle SDI,2006,50-69,male,707.3126481953932
Low-middle SDI,2007,50-69,male,707.2839310597235
Low-middle SDI,2008,50-69,male,709.5803659131698
Low-middle SDI,2009,50-69,male,707.8747187343519
Low-middle SDI,2010,50-69,male,711.6931078608312
Low-middle SDI,2011,50-69,male,715.107244947164
Low-middle SDI,2012,50-69,male,708.2956847805193
Low-middle SDI,2013,50-69,male,687.8180765268143
Low-middle SDI,2014,50-69,male,682.3841884187641
Low-middle SDI,2015,50-69,male,689.4542134631045
Low-middle SDI,2016,50-69,male,689.0452593438769
Low-middle SDI,2017,50-69,male,682.9216766895145
Low-middle SDI,2018,50-69,male,689.3662958298502
Low-middle SDI,2019,50-69,male,688.10902399266
Low-middle SDI,2020,50-69,male,679.1752646673613
Low-middle SDI,2021,50-69,male,668.1661863607233
Middle SDI,1990,50-69,male,670.7162769838419
Middle SDI,1991,50-69,male,668.8027554912807
Middle SDI,1992,50-69,male,668.9982477644178
Middle SDI,1993,50-69,male,668.7435484447882
Middle SDI,1994,50-69,male,664.8078789793982
Middle SDI,1995,50-69,male,663.2163099799242
Middle SDI,1996,50-69,male,659.7784153058292
Middle SDI,1997,50-69,male,651.1946287227547
Middle SDI,1998,50-69,male,644.4355939641613
Middle SDI,1999,50-69,male,629.2909887043875
Middle SDI,2000,50-69,male,626.7141581948093
Middle SDI,2001,50-69,male,618.1602009845765
Middle SDI,2002,50-69,male,613.0401284274343
Middle SDI,2003,50-69,male,607.224737802408
Middle SDI,2004,50-69,male,596.6353930566964
Middle SDI,2005,50-69,male,581.9131167231321
Middle SDI,2006,50-69,male,562.7378961821693
Middle SDI,2007,50-69,male,551.3551823466142
Middle SDI,2008,50-69,male,551.7705499718223
Middle SDI,2009,50-69,male,547.791326122145
Middle SDI,2010,50-69,male,544.5690765994678
Middle SDI,2011,50-69,male,541.4732979219385
Middle SDI,2012,50-69,male,537.1296772132522
Middle SDI,2013,50-69,male,527.9145110128112
Middle SDI,2014,50-69,male,519.7567317497821
Middle SDI,2015,50-69,male,516.8850883545806
Middle SDI,2016,50-69,male,513.2067174250199
Middle SDI,2017,50-69,male,505.3442156283404
Middle SDI,2018,50-69,male,503.9024168711733
Middle SDI,2019,50-69,male,500.6048533830065
Middle SDI,2020,50-69,male,498.44283869401823
Middle SDI,2021,50-69,male,494.2373184906757
High-middle SDI,1990,50-69,male,774.117077760344
High-middle SDI,1991,50-69,male,785.3813935775703
High-middle SDI,1992,50-69,male,822.8532387435903
High-middle SDI,1993,50-69,male,896.9440372423911
High-middle SDI,1994,50-69,male,942.9669843234316
High-middle SDI,1995,50-69,male,932.4324677771634
High-middle SDI,1996,50-69,male,893.83407539588
High-middle SDI,1997,50-69,male,849.5583324684629
High-middle SDI,1998,50-69,male,818.1642508313863
High-middle SDI,1999,50-69,male,823.7782622867024
High-middle SDI,2000,50-69,male,830.855670092142
High-middle SDI,2001,50-69,male,816.5552622975305
High-middle SDI,2002,50-69,male,815.5780673463564
High-middle SDI,2003,50-69,male,807.7512038027476
High-middle SDI,2004,50-69,male,789.5350300352095
High-middle SDI,2005,50-69,male,787.7852580202642
High-middle SDI,2006,50-69,male,724.4167917004428
High-middle SDI,2007,50-69,male,687.0678015966512
High-middle SDI,2008,50-69,male,668.7475743491046
High-middle SDI,2009,50-69,male,629.8986084960412
High-middle SDI,2010,50-69,male,615.6410996068229
High-middle SDI,2011,50-69,male,587.279264305513
High-middle SDI,2012,50-69,male,574.137116832674
High-middle SDI,2013,50-69,male,556.0784542287989
High-middle SDI,2014,50-69,male,544.0751155048467
High-middle SDI,2015,50-69,male,533.8461811008548
High-middle SDI,2016,50-69,male,527.6041127471304
High-middle SDI,2017,50-69,male,507.3011250207066
High-middle SDI,2018,50-69,male,500.86739826103474
High-middle SDI,2019,50-69,male,490.1822551675896
High-middle SDI,2020,50-69,male,477.08638727509896
High-middle SDI,2021,50-69,male,464.6080847967671
High SDI,1990,50-69,male,567.6257397485468
High SDI,1991,50-69,male,552.4310725831084
High SDI,1992,50-69,male,533.248328771544
High SDI,1993,50-69,male,520.7784227725091
High SDI,1994,50-69,male,503.9144529626812
High SDI,1995,50-69,male,491.7317110352088
High SDI,1996,50-69,male,470.9579099533108
High SDI,1997,50-69,male,448.13895068513455
High SDI,1998,50-69,male,427.6126950360714
High SDI,1999,50-69,male,410.0447010103175
High SDI,2000,50-69,male,387.4507472041653
High SDI,2001,50-69,male,371.1263281081205
High SDI,2002,50-69,male,358.07755940169955
High SDI,2003,50-69,male,347.1586409983575
High SDI,2004,50-69,male,331.8315304145622
High SDI,2005,50-69,male,322.91894253472486
High SDI,2006,50-69,male,312.5573505985958
High SDI,2007,50-69,male,303.0594903348272
High SDI,2008,50-69,male,294.18724721287793
High SDI,2009,50-69,male,286.0592943523096
High SDI,2010,50-69,male,278.61958866345793
High SDI,2011,50-69,male,273.60759140275826
High SDI,2012,50-69,male,268.9985203616968
High SDI,2013,50-69,male,265.25393553897044
High SDI,2014,50-69,male,259.91425842247673
High SDI,2015,50-69,male,259.7775186478158
High SDI,2016,50-69,male,260.9652226980618
High SDI,2017,50-69,male,258.43017128856854
High SDI,2018,50-69,male,256.5151962874496
High SDI,2019,50-69,male,253.06840017782824
High SDI,2020,50-69,male,246.2452473445271
High SDI,2021,50-69,male,244.81970116538963
Low SDI,1990,70+,male,2907.832417335609
Low SDI,1991,70+,male,2906.4446890250138
Low SDI,1992,70+,male,2915.865772959763
Low SDI,1993,70+,male,2925.1890679548355
Low SDI,1994,70+,male,2968.789436823962
Low SDI,1995,70+,male,2998.8805126667867
Low SDI,1996,70+,male,2979.546358488812
Low SDI,1997,70+,male,2944.45483269371
Low SDI,1998,70+,male,2946.741005220746
Low SDI,1999,70+,male,2901.54090097374
Low SDI,2000,70+,male,2896.918781971124
Low SDI,2001,70+,male,2872.282481428796
Low SDI,2002,70+,male,2854.1282998071665
Low SDI,2003,70+,male,2875.176144611481
Low SDI,2004,70+,male,2852.9859788319545
Low SDI,2005,70+,male,2789.6730485241524
Low SDI,2006,70+,male,2786.798178836937
Low SDI,2007,70+,male,2802.470866512372
Low SDI,2008,70+,male,2808.4791673276336
Low SDI,2009,70+,male,2797.859226960217
Low SDI,2010,70+,male,2816.3957668950966
Low SDI,2011,70+,male,2841.4494307235277
Low SDI,2012,70+,male,2842.9261804098765
Low SDI,2013,70+,male,2955.707096826796
Low SDI,2014,70+,male,2993.750438555737
Low SDI,2015,70+,male,2960.968958218769
Low SDI,2016,70+,male,2955.660906723366
Low SDI,2017,70+,male,2921.579641658011
Low SDI,2018,70+,male,2823.575066582124
Low SDI,2019,70+,male,2817.696960822472
Low SDI,2020,70+,male,2822.454683240107
Low SDI,2021,70+,male,2733.8814530264044
Low-middle SDI,1990,70+,male,2919.8113726634483
Low-middle SDI,1991,70+,male,2914.0327664742977
Low-middle SDI,1992,70+,male,2940.701644737565
Low-middle SDI,1993,70+,male,2959.842976707438
Low-middle SDI,1994,70+,male,2982.648615180252
Low-middle SDI,1995,70+,male,3031.446162909363
Low-middle SDI,1996,70+,male,3024.8509215912404
Low-middle SDI,1997,70+,male,3018.696478305558
Low-middle SDI,1998,70+,male,3026.2739018006832
Low-middle SDI,1999,70+,male,2947.9197445726813
